project,num_center_nodes,total_nodes
241552-v2.0.0-mixed,3,467
241677-v2.0.0-mixed,1,106
241678-v2.0.0-mixed,1,106
241606-v2.0.0-mixed,3,381
241354-v2.0.0-mixed,7,761
241616-v2.0.0-mixed,2,195
241574-v2.0.0-mixed,3,451
241679-v2.0.0-mixed,2,141
241680-v2.0.0-mixed,2,141
241610-v2.0.0-mixed,5,389
241648-v2.0.0-mixed,2,250
241709-v2.0.0-mixed,1,106
241710-v2.0.0-mixed,1,106
241519-v2.0.0-mixed,3,522
241647-v2.0.0-mixed,2,250
241670-v2.0.0-mixed,3,314
241638-v2.0.0-mixed,3,443
241578-v2.0.0-mixed,5,459
241674-v2.0.0-mixed,5,320
241715-v2.0.0-mixed,4,191
241642-v2.0.0-mixed,5,451
241713-v2.0.0-mixed,6,326
241714-v2.0.0-mixed,6,326
241717-v2.0.0-mixed,6,317
241510-v2.0.0-mixed,5,852
241721-v2.0.0-mixed,2,331
241716-v2.0.0-mixed,18,290
241711-v2.0.0-mixed,3,522
241542-v2.0.0-mixed,5,753
241720-v2.0.0-mixed,2,331
241718-v2.0.0-mixed,2,312
241723-v2.0.0-mixed,6,297
241719-v2.0.0-mixed,2,312
241722-v2.0.0-mixed,6,310
241726-v2.0.0-mixed,4,256
241724-v2.0.0-mixed,6,297
241712-v2.0.0-mixed,3,522
241732-v2.0.0-mixed,5,203
241734-v2.0.0-mixed,4,218
241725-v2.0.0-mixed,6,300
241730-v2.0.0-mixed,10,215
241736-v2.0.0-mixed,4,220
241546-v2.0.0-mixed,7,761
241738-v2.0.0-mixed,7,227
241745-v2.0.0-mixed,1,48
241737-v2.0.0-mixed,4,247
241746-v2.0.0-mixed,1,48
241727-v2.0.0-mixed,6,322
241728-v2.0.0-mixed,6,322
241739-v2.0.0-mixed,7,241
241744-v2.0.0-mixed,4,134
241731-v2.0.0-mixed,4,269
241743-v2.0.0-mixed,4,138
241514-v2.0.0-mixed,7,862
241735-v2.0.0-mixed,4,281
241741-v2.0.0-mixed,7,249
241729-v2.0.0-mixed,26,352
241742-v2.0.0-mixed,7,254
241740-v2.0.0-mixed,7,230
241702-v2.0.0-mixed,5,852
241706-v2.0.0-mixed,7,862
241748-v2.0.0-mixed,18,298
241747-v2.0.0-mixed,4,198
241750-v2.0.0-mixed,2,320
241733-v2.0.0-mixed,7,339
241755-v2.0.0-mixed,6,305
241756-v2.0.0-mixed,6,305
241754-v2.0.0-mixed,6,318
241764-v2.0.0-mixed,5,210
241753-v2.0.0-mixed,2,339
241762-v2.0.0-mixed,10,222
241749-v2.0.0-mixed,6,325
241760-v2.0.0-mixed,6,330
241752-v2.0.0-mixed,2,339
241777-v2.0.0-mixed,1,48
241765-v2.0.0-mixed,7,347
241757-v2.0.0-mixed,6,308
241778-v2.0.0-mixed,1,48
241775-v2.0.0-mixed,4,138
241751-v2.0.0-mixed,2,320
241759-v2.0.0-mixed,6,330
241776-v2.0.0-mixed,4,134
241758-v2.0.0-mixed,4,264
241766-v2.0.0-mixed,4,225
241770-v2.0.0-mixed,7,234
241761-v2.0.0-mixed,26,360
241763-v2.0.0-mixed,4,276
241768-v2.0.0-mixed,4,227
241769-v2.0.0-mixed,4,254
241767-v2.0.0-mixed,4,288
241772-v2.0.0-mixed,7,237
241774-v2.0.0-mixed,7,261
241773-v2.0.0-mixed,7,256
241782-v2.0.0-mixed,2,334
241781-v2.0.0-mixed,6,339
241783-v2.0.0-mixed,2,334
241780-v2.0.0-mixed,18,312
241771-v2.0.0-mixed,7,248
241784-v2.0.0-mixed,2,353
241785-v2.0.0-mixed,2,353
241779-v2.0.0-mixed,4,208
241796-v2.0.0-mixed,5,220
241794-v2.0.0-mixed,10,232
241798-v2.0.0-mixed,4,235
241803-v2.0.0-mixed,7,258
241790-v2.0.0-mixed,4,278
241795-v2.0.0-mixed,4,286
241809-v2.0.0-mixed,1,48
241805-v2.0.0-mixed,7,266
241810-v2.0.0-mixed,1,48
241787-v2.0.0-mixed,6,319
241789-v2.0.0-mixed,6,322
241791-v2.0.0-mixed,6,344
241792-v2.0.0-mixed,6,344
241807-v2.0.0-mixed,4,138
241808-v2.0.0-mixed,4,134
241793-v2.0.0-mixed,26,374
241802-v2.0.0-mixed,7,244
241804-v2.0.0-mixed,7,247
241814-v2.0.0-mixed,2,312
241818-v2.0.0-mixed,6,310
241819-v2.0.0-mixed,6,297
241806-v2.0.0-mixed,7,271
241812-v2.0.0-mixed,18,290
241817-v2.0.0-mixed,2,331
241816-v2.0.0-mixed,2,331
241815-v2.0.0-mixed,2,312
241813-v2.0.0-mixed,6,317
241820-v2.0.0-mixed,6,297
241823-v2.0.0-mixed,6,322
241826-v2.0.0-mixed,10,215
241822-v2.0.0-mixed,4,256
241828-v2.0.0-mixed,5,203
241830-v2.0.0-mixed,4,218
241832-v2.0.0-mixed,4,220
241824-v2.0.0-mixed,6,322
241827-v2.0.0-mixed,4,269
241833-v2.0.0-mixed,4,247
241825-v2.0.0-mixed,26,352
241841-v2.0.0-mixed,1,48
241831-v2.0.0-mixed,4,281
241842-v2.0.0-mixed,1,48
241829-v2.0.0-mixed,7,359
241839-v2.0.0-mixed,4,153
241840-v2.0.0-mixed,4,149
241834-v2.0.0-mixed,7,242
241835-v2.0.0-mixed,7,256
241837-v2.0.0-mixed,7,247
241838-v2.0.0-mixed,7,254
241811-v2.0.0-mixed,4,191
241800-v2.0.0-mixed,4,237
241821-v2.0.0-mixed,6,300
241843-v2.0.0-mixed,4,198
241801-v2.0.0-mixed,4,264
241788-v2.0.0-mixed,6,319
241836-v2.0.0-mixed,7,245
241799-v2.0.0-mixed,4,298
241786-v2.0.0-mixed,6,332
241797-v2.0.0-mixed,7,361
241858-v2.0.0-mixed,10,222
241854-v2.0.0-mixed,4,264
241848-v2.0.0-mixed,2,339
241849-v2.0.0-mixed,2,339
241845-v2.0.0-mixed,6,325
241850-v2.0.0-mixed,6,318
241862-v2.0.0-mixed,4,225
241846-v2.0.0-mixed,2,320
241844-v2.0.0-mixed,18,298
241851-v2.0.0-mixed,6,305
241847-v2.0.0-mixed,2,320
241859-v2.0.0-mixed,4,276
241853-v2.0.0-mixed,6,308
241873-v2.0.0-mixed,1,48
241863-v2.0.0-mixed,4,288
241874-v2.0.0-mixed,1,48
241852-v2.0.0-mixed,6,305
241864-v2.0.0-mixed,4,227
241856-v2.0.0-mixed,6,330
241860-v2.0.0-mixed,5,210
241855-v2.0.0-mixed,6,330
241861-v2.0.0-mixed,7,367
241857-v2.0.0-mixed,26,360
241872-v2.0.0-mixed,4,149
241870-v2.0.0-mixed,7,261
241866-v2.0.0-mixed,7,249
241871-v2.0.0-mixed,4,153
241865-v2.0.0-mixed,4,254
241867-v2.0.0-mixed,7,263
241875-v2.0.0-mixed,4,208
241869-v2.0.0-mixed,7,254
241877-v2.0.0-mixed,6,339
241878-v2.0.0-mixed,2,334
241868-v2.0.0-mixed,7,252
241881-v2.0.0-mixed,2,353
241876-v2.0.0-mixed,18,312
241885-v2.0.0-mixed,6,322
241892-v2.0.0-mixed,5,220
241886-v2.0.0-mixed,4,278
241884-v2.0.0-mixed,6,319
241882-v2.0.0-mixed,6,332
241888-v2.0.0-mixed,6,344
241887-v2.0.0-mixed,6,344
241905-v2.0.0-mixed,1,48
241906-v2.0.0-mixed,1,48
241896-v2.0.0-mixed,4,237
241891-v2.0.0-mixed,4,286
241890-v2.0.0-mixed,10,232
241894-v2.0.0-mixed,4,235
241900-v2.0.0-mixed,7,262
241904-v2.0.0-mixed,4,149
241889-v2.0.0-mixed,26,374
241903-v2.0.0-mixed,4,153
241893-v2.0.0-mixed,7,381
241907-v2.0.0-mixed,4,191
241879-v2.0.0-mixed,2,334
241883-v2.0.0-mixed,6,319
241898-v2.0.0-mixed,7,259
241899-v2.0.0-mixed,7,273
241895-v2.0.0-mixed,4,298
241880-v2.0.0-mixed,2,353
241901-v2.0.0-mixed,7,264
241902-v2.0.0-mixed,7,271
241908-v2.0.0-mixed,18,290
241897-v2.0.0-mixed,4,264
241909-v2.0.0-mixed,6,317
241918-v2.0.0-mixed,4,256
241922-v2.0.0-mixed,10,215
241917-v2.0.0-mixed,6,300
241913-v2.0.0-mixed,2,331
241924-v2.0.0-mixed,5,203
241910-v2.0.0-mixed,2,312
241916-v2.0.0-mixed,6,297
241912-v2.0.0-mixed,2,331
241915-v2.0.0-mixed,6,297
241919-v2.0.0-mixed,6,322
241914-v2.0.0-mixed,6,310
241937-v2.0.0-mixed,1,48
241921-v2.0.0-mixed,26,352
241926-v2.0.0-mixed,4,218
241938-v2.0.0-mixed,1,48
241936-v2.0.0-mixed,4,149
241929-v2.0.0-mixed,4,247
241911-v2.0.0-mixed,2,312
241930-v2.0.0-mixed,7,242
241935-v2.0.0-mixed,4,153
241923-v2.0.0-mixed,4,269
241931-v2.0.0-mixed,7,256
241927-v2.0.0-mixed,4,281
241932-v2.0.0-mixed,7,245
241934-v2.0.0-mixed,7,254
241933-v2.0.0-mixed,7,247
241925-v2.0.0-mixed,7,359
241928-v2.0.0-mixed,4,220
241920-v2.0.0-mixed,6,322
241939-v2.0.0-mixed,4,198
241941-v2.0.0-mixed,6,325
241942-v2.0.0-mixed,2,320
241954-v2.0.0-mixed,10,222
241944-v2.0.0-mixed,2,339
241940-v2.0.0-mixed,18,298
241945-v2.0.0-mixed,2,339
241946-v2.0.0-mixed,6,318
241948-v2.0.0-mixed,6,305
241956-v2.0.0-mixed,5,210
241943-v2.0.0-mixed,2,320
241955-v2.0.0-mixed,4,276
241969-v2.0.0-mixed,1,48
241951-v2.0.0-mixed,6,330
241952-v2.0.0-mixed,6,330
241949-v2.0.0-mixed,6,308
241970-v2.0.0-mixed,1,48
241950-v2.0.0-mixed,4,264
241958-v2.0.0-mixed,4,225
241960-v2.0.0-mixed,4,227
241967-v2.0.0-mixed,4,153
241961-v2.0.0-mixed,4,254
241968-v2.0.0-mixed,4,149
241962-v2.0.0-mixed,7,249
241959-v2.0.0-mixed,4,288
241947-v2.0.0-mixed,6,305
241963-v2.0.0-mixed,7,263
241965-v2.0.0-mixed,7,254
241966-v2.0.0-mixed,7,261
241964-v2.0.0-mixed,7,252
241957-v2.0.0-mixed,7,367
241971-v2.0.0-mixed,4,208
241953-v2.0.0-mixed,26,360
241972-v2.0.0-mixed,18,312
241973-v2.0.0-mixed,6,339
241975-v2.0.0-mixed,2,334
241979-v2.0.0-mixed,6,319
241988-v2.0.0-mixed,5,220
241974-v2.0.0-mixed,2,334
241986-v2.0.0-mixed,10,232
241980-v2.0.0-mixed,6,319
241982-v2.0.0-mixed,4,278
241987-v2.0.0-mixed,4,286
241978-v2.0.0-mixed,6,332
241985-v2.0.0-mixed,26,374
241990-v2.0.0-mixed,4,235
241981-v2.0.0-mixed,6,322
241992-v2.0.0-mixed,4,237
242002-v2.0.0-mixed,1,48
242001-v2.0.0-mixed,1,48
241994-v2.0.0-mixed,7,259
241993-v2.0.0-mixed,4,264
241999-v2.0.0-mixed,4,153
242000-v2.0.0-mixed,4,149
241991-v2.0.0-mixed,4,298
241996-v2.0.0-mixed,7,262
241983-v2.0.0-mixed,6,344
241995-v2.0.0-mixed,7,273
242003-v2.0.0-mixed,4,189
241976-v2.0.0-mixed,2,353
241977-v2.0.0-mixed,2,353
241997-v2.0.0-mixed,7,264
241984-v2.0.0-mixed,6,344
241998-v2.0.0-mixed,7,271
242006-v2.0.0-mixed,2,310
242005-v2.0.0-mixed,6,315
241989-v2.0.0-mixed,7,381
242004-v2.0.0-mixed,18,288
242007-v2.0.0-mixed,2,310
242010-v2.0.0-mixed,6,308
242009-v2.0.0-mixed,2,329
242014-v2.0.0-mixed,4,254
242020-v2.0.0-mixed,5,201
242012-v2.0.0-mixed,6,295
242008-v2.0.0-mixed,2,329
242011-v2.0.0-mixed,6,295
242013-v2.0.0-mixed,6,298
242034-v2.0.0-mixed,1,48
242018-v2.0.0-mixed,10,213
242033-v2.0.0-mixed,1,48
242017-v2.0.0-mixed,26,350
242031-v2.0.0-mixed,4,138
242016-v2.0.0-mixed,6,320
242022-v2.0.0-mixed,4,216
242023-v2.0.0-mixed,4,279
242026-v2.0.0-mixed,7,225
242032-v2.0.0-mixed,4,134
242029-v2.0.0-mixed,7,247
242030-v2.0.0-mixed,7,252
242021-v2.0.0-mixed,7,337
242028-v2.0.0-mixed,7,228
242024-v2.0.0-mixed,4,218
242027-v2.0.0-mixed,7,239
242015-v2.0.0-mixed,6,320
242019-v2.0.0-mixed,4,267
242025-v2.0.0-mixed,4,245
242035-v2.0.0-mixed,4,196
242039-v2.0.0-mixed,2,318
242046-v2.0.0-mixed,4,262
242043-v2.0.0-mixed,6,303
242040-v2.0.0-mixed,2,337
242045-v2.0.0-mixed,6,306
242036-v2.0.0-mixed,18,296
242047-v2.0.0-mixed,6,328
242038-v2.0.0-mixed,2,318
242041-v2.0.0-mixed,2,337
242052-v2.0.0-mixed,5,208
242051-v2.0.0-mixed,4,274
242044-v2.0.0-mixed,6,303
242050-v2.0.0-mixed,10,220
242048-v2.0.0-mixed,6,328
242042-v2.0.0-mixed,6,316
242056-v2.0.0-mixed,4,225
242066-v2.0.0-mixed,1,48
242065-v2.0.0-mixed,1,48
242058-v2.0.0-mixed,7,232
242055-v2.0.0-mixed,4,286
242057-v2.0.0-mixed,4,252
242049-v2.0.0-mixed,26,358
242037-v2.0.0-mixed,6,323
242063-v2.0.0-mixed,4,138
242064-v2.0.0-mixed,4,134
242054-v2.0.0-mixed,4,223
242062-v2.0.0-mixed,7,259
242059-v2.0.0-mixed,7,246
242061-v2.0.0-mixed,7,254
242060-v2.0.0-mixed,7,235
242067-v2.0.0-mixed,4,206
242053-v2.0.0-mixed,7,345
242075-v2.0.0-mixed,6,317
242084-v2.0.0-mixed,5,218
242076-v2.0.0-mixed,6,317
242086-v2.0.0-mixed,4,233
242077-v2.0.0-mixed,6,320
242082-v2.0.0-mixed,10,230
242079-v2.0.0-mixed,6,342
242071-v2.0.0-mixed,2,332
242069-v2.0.0-mixed,6,337
242070-v2.0.0-mixed,2,332
242078-v2.0.0-mixed,4,276
242072-v2.0.0-mixed,2,351
242097-v2.0.0-mixed,1,48
242098-v2.0.0-mixed,1,48
242083-v2.0.0-mixed,4,284
242080-v2.0.0-mixed,6,342
242088-v2.0.0-mixed,4,235
242096-v2.0.0-mixed,4,134
242095-v2.0.0-mixed,4,138
242068-v2.0.0-mixed,18,310
242090-v2.0.0-mixed,7,242
242085-v2.0.0-mixed,7,359
242091-v2.0.0-mixed,7,256
242092-v2.0.0-mixed,7,245
242089-v2.0.0-mixed,4,262
242074-v2.0.0-mixed,6,330
242094-v2.0.0-mixed,7,269
242099-v2.0.0-mixed,4,191
242093-v2.0.0-mixed,7,264
242073-v2.0.0-mixed,2,351
242110-v2.0.0-mixed,4,256
242100-v2.0.0-mixed,18,290
242087-v2.0.0-mixed,4,296
242114-v2.0.0-mixed,10,215
242108-v2.0.0-mixed,6,297
242081-v2.0.0-mixed,26,372
242104-v2.0.0-mixed,2,331
242102-v2.0.0-mixed,2,312
242101-v2.0.0-mixed,6,317
242103-v2.0.0-mixed,2,312
242112-v2.0.0-mixed,6,322
242116-v2.0.0-mixed,5,203
242106-v2.0.0-mixed,6,310
242109-v2.0.0-mixed,6,300
242105-v2.0.0-mixed,2,331
242129-v2.0.0-mixed,1,48
242111-v2.0.0-mixed,6,322
242130-v2.0.0-mixed,1,48
242115-v2.0.0-mixed,4,269
242118-v2.0.0-mixed,4,218
242122-v2.0.0-mixed,7,242
242128-v2.0.0-mixed,4,149
242127-v2.0.0-mixed,4,155
242121-v2.0.0-mixed,4,247
242123-v2.0.0-mixed,7,258
242107-v2.0.0-mixed,6,297
242131-v2.0.0-mixed,4,198
242124-v2.0.0-mixed,7,245
242125-v2.0.0-mixed,7,249
242126-v2.0.0-mixed,7,254
242119-v2.0.0-mixed,4,281
242120-v2.0.0-mixed,4,220
242133-v2.0.0-mixed,6,325
242113-v2.0.0-mixed,26,352
242142-v2.0.0-mixed,4,264
242132-v2.0.0-mixed,18,298
242138-v2.0.0-mixed,6,318
242141-v2.0.0-mixed,6,308
242137-v2.0.0-mixed,2,339
242135-v2.0.0-mixed,2,320
242117-v2.0.0-mixed,7,359
242136-v2.0.0-mixed,2,339
242140-v2.0.0-mixed,6,305
242139-v2.0.0-mixed,6,305
242146-v2.0.0-mixed,10,222
242150-v2.0.0-mixed,4,225
242161-v2.0.0-mixed,1,48
242134-v2.0.0-mixed,2,320
242152-v2.0.0-mixed,4,227
242162-v2.0.0-mixed,1,48
242148-v2.0.0-mixed,5,210
242156-v2.0.0-mixed,7,252
242154-v2.0.0-mixed,7,249
242155-v2.0.0-mixed,7,265
242145-v2.0.0-mixed,26,360
242147-v2.0.0-mixed,4,276
242144-v2.0.0-mixed,6,330
242159-v2.0.0-mixed,4,155
242153-v2.0.0-mixed,4,254
242160-v2.0.0-mixed,4,149
242158-v2.0.0-mixed,7,261
242157-v2.0.0-mixed,7,256
242163-v2.0.0-mixed,4,208
242143-v2.0.0-mixed,6,330
242166-v2.0.0-mixed,2,334
242165-v2.0.0-mixed,6,339
242178-v2.0.0-mixed,10,232
242171-v2.0.0-mixed,6,319
242151-v2.0.0-mixed,4,288
242174-v2.0.0-mixed,4,278
242169-v2.0.0-mixed,2,353
242164-v2.0.0-mixed,18,312
242149-v2.0.0-mixed,7,367
242180-v2.0.0-mixed,5,220
242172-v2.0.0-mixed,6,319
242173-v2.0.0-mixed,6,322
242170-v2.0.0-mixed,6,332
242167-v2.0.0-mixed,2,334
242193-v2.0.0-mixed,1,48
242194-v2.0.0-mixed,1,48
242176-v2.0.0-mixed,6,344
242184-v2.0.0-mixed,4,237
242179-v2.0.0-mixed,4,286
242168-v2.0.0-mixed,2,353
242192-v2.0.0-mixed,4,149
242185-v2.0.0-mixed,4,264
242188-v2.0.0-mixed,7,262
242189-v2.0.0-mixed,7,266
242191-v2.0.0-mixed,4,155
242187-v2.0.0-mixed,7,275
242182-v2.0.0-mixed,4,235
242183-v2.0.0-mixed,4,298
242195-v2.0.0-mixed,4,191
242175-v2.0.0-mixed,6,344
242186-v2.0.0-mixed,7,259
242196-v2.0.0-mixed,18,290
242199-v2.0.0-mixed,2,312
242190-v2.0.0-mixed,7,271
242177-v2.0.0-mixed,26,374
242203-v2.0.0-mixed,6,297
242202-v2.0.0-mixed,6,310
242181-v2.0.0-mixed,7,381
242205-v2.0.0-mixed,6,300
242198-v2.0.0-mixed,2,312
242197-v2.0.0-mixed,6,317
242206-v2.0.0-mixed,4,256
242207-v2.0.0-mixed,6,322
242204-v2.0.0-mixed,6,297
242225-v2.0.0-mixed,1,48
242200-v2.0.0-mixed,2,331
242210-v2.0.0-mixed,10,215
242214-v2.0.0-mixed,4,218
242201-v2.0.0-mixed,2,331
242226-v2.0.0-mixed,1,48
242224-v2.0.0-mixed,4,149
242208-v2.0.0-mixed,6,322
242223-v2.0.0-mixed,4,153
242217-v2.0.0-mixed,4,247
242216-v2.0.0-mixed,4,220
242220-v2.0.0-mixed,7,245
242209-v2.0.0-mixed,26,352
242212-v2.0.0-mixed,5,203
242213-v2.0.0-mixed,7,359
242221-v2.0.0-mixed,7,247
242222-v2.0.0-mixed,7,254
242227-v2.0.0-mixed,4,198
242218-v2.0.0-mixed,7,242
242211-v2.0.0-mixed,4,269
242219-v2.0.0-mixed,7,256
242215-v2.0.0-mixed,4,281
242228-v2.0.0-mixed,18,298
242236-v2.0.0-mixed,6,305
242235-v2.0.0-mixed,6,305
242238-v2.0.0-mixed,4,264
242232-v2.0.0-mixed,2,339
242237-v2.0.0-mixed,6,308
242231-v2.0.0-mixed,2,320
242230-v2.0.0-mixed,2,320
242229-v2.0.0-mixed,6,325
242242-v2.0.0-mixed,10,222
242240-v2.0.0-mixed,6,330
242234-v2.0.0-mixed,6,318
242233-v2.0.0-mixed,2,339
242258-v2.0.0-mixed,1,48
242257-v2.0.0-mixed,1,48
242239-v2.0.0-mixed,6,330
242243-v2.0.0-mixed,4,276
242248-v2.0.0-mixed,4,227
242255-v2.0.0-mixed,4,153
242244-v2.0.0-mixed,5,210
242256-v2.0.0-mixed,4,149
242252-v2.0.0-mixed,7,252
242249-v2.0.0-mixed,4,254
242253-v2.0.0-mixed,7,254
242241-v2.0.0-mixed,26,360
242259-v2.0.0-mixed,4,208
242250-v2.0.0-mixed,7,249
242246-v2.0.0-mixed,4,225
242254-v2.0.0-mixed,7,261
242261-v2.0.0-mixed,6,339
242251-v2.0.0-mixed,7,263
242270-v2.0.0-mixed,4,278
242260-v2.0.0-mixed,18,312
242245-v2.0.0-mixed,7,367
242269-v2.0.0-mixed,6,322
242262-v2.0.0-mixed,2,334
242247-v2.0.0-mixed,4,288
242274-v2.0.0-mixed,10,232
242263-v2.0.0-mixed,2,334
242276-v2.0.0-mixed,5,220
242266-v2.0.0-mixed,6,332
242275-v2.0.0-mixed,4,286
242264-v2.0.0-mixed,2,353
242289-v2.0.0-mixed,1,48
242265-v2.0.0-mixed,2,353
242271-v2.0.0-mixed,6,344
242268-v2.0.0-mixed,6,319
242273-v2.0.0-mixed,26,374
242290-v2.0.0-mixed,1,48
242272-v2.0.0-mixed,6,344
242287-v2.0.0-mixed,4,153
242288-v2.0.0-mixed,4,149
242291-v2.0.0-mixed,4,191
242277-v2.0.0-mixed,7,381
242280-v2.0.0-mixed,4,237
242267-v2.0.0-mixed,6,319
242283-v2.0.0-mixed,7,273
242294-v2.0.0-mixed,2,312
242278-v2.0.0-mixed,4,235
242279-v2.0.0-mixed,4,298
242293-v2.0.0-mixed,6,317
242286-v2.0.0-mixed,7,271
242285-v2.0.0-mixed,7,264
242295-v2.0.0-mixed,2,312
242282-v2.0.0-mixed,7,259
242292-v2.0.0-mixed,18,290
242281-v2.0.0-mixed,4,264
242284-v2.0.0-mixed,7,262
242300-v2.0.0-mixed,6,297
242301-v2.0.0-mixed,6,300
242296-v2.0.0-mixed,2,331
242308-v2.0.0-mixed,5,203
242302-v2.0.0-mixed,4,256
242299-v2.0.0-mixed,6,297
242298-v2.0.0-mixed,6,310
242319-v2.0.0-mixed,4,138
242297-v2.0.0-mixed,2,331
242314-v2.0.0-mixed,7,227
242316-v2.0.0-mixed,7,230
242311-v2.0.0-mixed,4,281
242321-v2.0.0-mixed,1,48
148828-v1.0.0-bad,121,14818
242305-v2.0.0-mixed,26,352
242322-v2.0.0-mixed,1,48
242307-v2.0.0-mixed,4,269
242317-v2.0.0-mixed,7,249
242306-v2.0.0-mixed,10,215
242320-v2.0.0-mixed,4,134
242309-v2.0.0-mixed,7,339
242303-v2.0.0-mixed,6,322
242310-v2.0.0-mixed,4,218
242323-v2.0.0-mixed,4,198
242304-v2.0.0-mixed,6,322
242318-v2.0.0-mixed,7,254
242312-v2.0.0-mixed,4,220
242313-v2.0.0-mixed,4,247
242315-v2.0.0-mixed,7,241
242326-v2.0.0-mixed,2,320
242327-v2.0.0-mixed,2,320
242325-v2.0.0-mixed,6,325
242330-v2.0.0-mixed,6,318
242333-v2.0.0-mixed,6,308
242338-v2.0.0-mixed,10,222
242324-v2.0.0-mixed,18,298
242332-v2.0.0-mixed,6,305
242339-v2.0.0-mixed,4,276
242340-v2.0.0-mixed,5,210
242353-v2.0.0-mixed,1,48
242331-v2.0.0-mixed,6,305
242354-v2.0.0-mixed,1,48
242346-v2.0.0-mixed,7,234
242334-v2.0.0-mixed,4,264
242348-v2.0.0-mixed,7,237
242328-v2.0.0-mixed,2,339
242345-v2.0.0-mixed,4,254
242347-v2.0.0-mixed,7,248
242336-v2.0.0-mixed,6,330
242335-v2.0.0-mixed,6,330
242352-v2.0.0-mixed,4,134
242349-v2.0.0-mixed,7,256
242342-v2.0.0-mixed,4,225
242341-v2.0.0-mixed,7,347
242344-v2.0.0-mixed,4,227
242343-v2.0.0-mixed,4,288
242329-v2.0.0-mixed,2,339
242351-v2.0.0-mixed,4,138
242355-v2.0.0-mixed,4,208
242337-v2.0.0-mixed,26,360
242350-v2.0.0-mixed,7,261
242358-v2.0.0-mixed,2,334
242363-v2.0.0-mixed,6,319
242362-v2.0.0-mixed,6,332
242360-v2.0.0-mixed,2,353
242374-v2.0.0-mixed,4,235
242366-v2.0.0-mixed,4,278
242356-v2.0.0-mixed,18,312
242367-v2.0.0-mixed,6,344
242364-v2.0.0-mixed,6,319
242365-v2.0.0-mixed,6,322
242385-v2.0.0-mixed,1,48
242357-v2.0.0-mixed,6,339
242386-v2.0.0-mixed,1,48
242371-v2.0.0-mixed,4,286
242361-v2.0.0-mixed,2,353
242384-v2.0.0-mixed,4,134
242376-v2.0.0-mixed,4,237
242370-v2.0.0-mixed,10,232
242372-v2.0.0-mixed,5,220
242383-v2.0.0-mixed,4,138
242378-v2.0.0-mixed,7,244
242369-v2.0.0-mixed,26,374
242379-v2.0.0-mixed,7,258
242377-v2.0.0-mixed,4,264
242375-v2.0.0-mixed,4,298
242380-v2.0.0-mixed,7,247
242359-v2.0.0-mixed,2,334
242381-v2.0.0-mixed,7,266
242387-v2.0.0-mixed,4,193
242382-v2.0.0-mixed,7,271
242368-v2.0.0-mixed,6,344
242373-v2.0.0-mixed,7,361
242390-v2.0.0-mixed,2,314
242404-v2.0.0-mixed,5,205
242388-v2.0.0-mixed,18,292
242389-v2.0.0-mixed,6,319
242402-v2.0.0-mixed,10,217
242397-v2.0.0-mixed,6,302
242392-v2.0.0-mixed,2,333
242398-v2.0.0-mixed,4,258
242399-v2.0.0-mixed,6,324
242391-v2.0.0-mixed,2,314
242417-v2.0.0-mixed,1,48
242396-v2.0.0-mixed,6,299
242418-v2.0.0-mixed,1,48
242406-v2.0.0-mixed,4,220
242415-v2.0.0-mixed,4,138
242393-v2.0.0-mixed,2,333
242403-v2.0.0-mixed,4,271
242400-v2.0.0-mixed,6,324
242410-v2.0.0-mixed,7,229
242416-v2.0.0-mixed,4,134
242412-v2.0.0-mixed,7,232
242401-v2.0.0-mixed,26,354
242409-v2.0.0-mixed,4,249
242414-v2.0.0-mixed,7,256
242395-v2.0.0-mixed,6,299
242419-v2.0.0-mixed,4,200
242413-v2.0.0-mixed,7,251
242394-v2.0.0-mixed,6,312
242411-v2.0.0-mixed,7,243
242408-v2.0.0-mixed,4,222
242423-v2.0.0-mixed,2,322
242434-v2.0.0-mixed,10,224
242427-v2.0.0-mixed,6,307
242420-v2.0.0-mixed,18,300
242429-v2.0.0-mixed,6,310
242422-v2.0.0-mixed,2,322
242405-v2.0.0-mixed,7,341
242421-v2.0.0-mixed,6,327
242407-v2.0.0-mixed,4,283
242431-v2.0.0-mixed,6,332
242432-v2.0.0-mixed,6,332
242426-v2.0.0-mixed,6,320
242430-v2.0.0-mixed,4,266
242425-v2.0.0-mixed,2,341
242428-v2.0.0-mixed,6,307
242449-v2.0.0-mixed,1,48
242424-v2.0.0-mixed,2,341
242450-v2.0.0-mixed,1,48
242435-v2.0.0-mixed,4,278
242448-v2.0.0-mixed,4,134
242436-v2.0.0-mixed,5,212
242447-v2.0.0-mixed,4,138
242441-v2.0.0-mixed,4,256
242443-v2.0.0-mixed,7,250
242439-v2.0.0-mixed,4,290
242437-v2.0.0-mixed,7,349
242442-v2.0.0-mixed,7,236
242440-v2.0.0-mixed,4,229
242444-v2.0.0-mixed,7,239
242438-v2.0.0-mixed,4,227
242451-v2.0.0-mixed,4,210
242446-v2.0.0-mixed,7,263
242445-v2.0.0-mixed,7,258
242433-v2.0.0-mixed,26,362
242452-v2.0.0-mixed,18,314
242460-v2.0.0-mixed,6,321
242458-v2.0.0-mixed,6,334
242462-v2.0.0-mixed,4,280
242454-v2.0.0-mixed,2,336
242457-v2.0.0-mixed,2,355
242455-v2.0.0-mixed,2,336
242461-v2.0.0-mixed,6,324
