project,num_center_nodes,total_nodes
152319-v1.0.0-bad,116,7109
152339-v1.0.0-bad,9,1636
152335-v1.0.0-bad,4,2585
152285-v1.0.0-bad,143,16223
152340-v1.0.0-bad,33,1906
152337-v1.0.0-bad,56,4130
152332-v1.0.0-bad,73,4706
152333-v1.0.0-bad,73,5446
152342-v1.0.0-bad,56,2977
152345-v1.0.0-bad,11,1894
152343-v1.0.0-bad,16,2867
152336-v1.0.0-bad,85,7152
152308-v1.0.0-bad,297,16758
152348-v1.0.0-bad,56,3337
152347-v1.0.0-bad,46,4159
152344-v1.0.0-bad,88,5915
152341-v1.0.0-bad,147,8493
152352-v1.0.0-bad,20,2134
152351-v1.0.0-bad,32,3138
152331-v1.0.0-bad,73,12563
152291-v1.0.0-bad,146,22918
152356-v1.0.0-bad,10,2336
152354-v1.0.0-bad,61,3341
152317-v1.0.0-bad,42,17113
152320-v1.0.0-bad,143,16328
152355-v1.0.0-bad,70,4192
152358-v1.0.0-bad,8,3075
152364-v1.0.0-bad,28,2417
152363-v1.0.0-bad,29,2771
152360-v1.0.0-bad,31,4464
152362-v1.0.0-bad,46,3936
152357-v1.0.0-bad,116,7031
152359-v1.0.0-bad,36,5136
152334-v1.0.0-bad,142,15671
152367-v1.0.0-bad,12,1595
152365-v1.0.0-bad,12,3671
152338-v1.0.0-bad,148,15798
152361-v1.0.0-bad,33,4990
152315-v1.0.0-bad,196,22709
152375-v1.0.0-bad,7,1030
152368-v1.0.0-bad,35,3180
152376-v1.0.0-bad,9,1615
152370-v1.0.0-bad,9,3231
152374-v1.0.0-bad,20,2523
152373-v1.0.0-bad,25,3285
152378-v1.0.0-bad,5,1878
152366-v1.0.0-bad,70,4946
152372-v1.0.0-bad,24,4156
152369-v1.0.0-bad,71,4912
152384-v1.0.0-bad,20,2281
152381-v1.0.0-bad,19,2892
152346-v1.0.0-bad,142,16010
152377-v1.0.0-bad,81,5125
152371-v1.0.0-bad,30,7393
152385-v1.0.0-bad,94,4412
152382-v1.0.0-bad,41,5276
152393-v1.0.0-bad,4,1156
152353-v1.0.0-bad,146,15561
152392-v1.0.0-bad,33,2741
152390-v1.0.0-bad,24,4505
152395-v1.0.0-bad,34,2975
152391-v1.0.0-bad,67,4885
152388-v1.0.0-bad,114,6410
152394-v1.0.0-bad,51,4046
152396-v1.0.0-bad,15,3249
152386-v1.0.0-bad,81,8025
152397-v1.0.0-bad,59,3348
152389-v1.0.0-bad,154,8821
152398-v1.0.0-bad,49,3948
152402-v1.0.0-bad,21,2493
152401-v1.0.0-bad,8,2948
152399-v1.0.0-bad,58,3324
152406-v1.0.0-bad,7,1364
152349-v1.0.0-bad,142,23303
152400-v1.0.0-bad,25,4722
152404-v1.0.0-bad,96,4267
152383-v1.0.0-bad,89,12836
152350-v1.0.0-bad,147,22928
152410-v1.0.0-bad,73,3639
152408-v1.0.0-bad,68,3710
152407-v1.0.0-bad,73,4120
152413-v1.0.0-bad,15,2600
152418-v1.0.0-bad,14,1596
152403-v1.0.0-bad,156,7273
152419-v1.0.0-bad,15,1713
152422-v1.0.0-bad,12,892
152416-v1.0.0-bad,75,3864
152380-v1.0.0-bad,141,15749
152414-v1.0.0-bad,85,5147
152420-v1.0.0-bad,25,3392
152412-v1.0.0-bad,30,7093
152421-v1.0.0-bad,94,4013
152379-v1.0.0-bad,42,17157
152423-v1.0.0-bad,47,4696
152424-v1.0.0-bad,62,3950
152428-v1.0.0-bad,23,2772
152429-v1.0.0-bad,28,3392
152433-v1.0.0-bad,22,2319
152434-v1.0.0-bad,95,4107
152425-v1.0.0-bad,153,8577
152436-v1.0.0-bad,71,3844
152427-v1.0.0-bad,72,8681
152435-v1.0.0-bad,91,6467
152387-v1.0.0-bad,143,23080
152405-v1.0.0-bad,143,15989
152417-v1.0.0-bad,90,13373
152440-v1.0.0-bad,38,2019
152437-v1.0.0-bad,77,4749
152431-v1.0.0-bad,93,9338
152409-v1.0.0-bad,142,15905
152441-v1.0.0-bad,21,1492
152449-v1.0.0-bad,13,2106
152444-v1.0.0-bad,8,3189
152415-v1.0.0-bad,141,15717
152446-v1.0.0-bad,68,3575
152442-v1.0.0-bad,28,3918
152439-v1.0.0-bad,31,7088
152450-v1.0.0-bad,16,1695
152447-v1.0.0-bad,10,3675
152452-v1.0.0-bad,31,1920
152455-v1.0.0-bad,27,3312
152445-v1.0.0-bad,117,6920
152448-v1.0.0-bad,116,6295
152456-v1.0.0-bad,32,3213
152457-v1.0.0-bad,25,3873
152458-v1.0.0-bad,45,3519
152411-v1.0.0-bad,484,23954
152465-v1.0.0-bad,6,954
152460-v1.0.0-bad,33,2740
152461-v1.0.0-bad,27,2800
152459-v1.0.0-bad,33,3372
152467-v1.0.0-bad,14,1492
152462-v1.0.0-bad,45,4190
152463-v1.0.0-bad,32,3204
152464-v1.0.0-bad,13,3125
152453-v1.0.0-bad,82,7635
152451-v1.0.0-bad,92,9656
152470-v1.0.0-bad,30,2744
152466-v1.0.0-bad,96,4504
152438-v1.0.0-bad,298,16640
152473-v1.0.0-bad,70,3825
152469-v1.0.0-bad,26,4480
152478-v1.0.0-bad,7,1325
152480-v1.0.0-bad,11,1068
152475-v1.0.0-bad,28,2655
152426-v1.0.0-bad,484,24507
152472-v1.0.0-bad,47,5203
152482-v1.0.0-bad,6,925
152430-v1.0.0-bad,485,23942
152476-v1.0.0-bad,73,4067
152479-v1.0.0-bad,4,2488
152432-v1.0.0-bad,488,24711
152468-v1.0.0-bad,83,7760
152443-v1.0.0-bad,143,15754
152488-v1.0.0-bad,25,2828
152486-v1.0.0-bad,20,3332
152487-v1.0.0-bad,43,3625
152489-v1.0.0-bad,75,3802
152490-v1.0.0-bad,25,2792
152483-v1.0.0-bad,69,5048
152493-v1.0.0-bad,38,2458
152497-v1.0.0-bad,16,1435
152481-v1.0.0-bad,157,6781
152499-v1.0.0-bad,8,1032
152492-v1.0.0-bad,59,3738
152484-v1.0.0-bad,101,7070
152496-v1.0.0-bad,25,2839
152500-v1.0.0-bad,10,1582
152495-v1.0.0-bad,21,3892
152454-v1.0.0-bad,42,16887
152505-v1.0.0-bad,38,2358
152501-v1.0.0-bad,21,3516
152506-v1.0.0-bad,36,2644
152494-v1.0.0-bad,92,5952
152503-v1.0.0-bad,65,3934
152512-v1.0.0-bad,13,1972
152510-v1.0.0-bad,29,2808
152509-v1.0.0-bad,73,3621
152471-v1.0.0-bad,146,15800
152498-v1.0.0-bad,69,8409
152485-v1.0.0-bad,129,12488
152474-v1.0.0-bad,144,15908
152477-v1.0.0-bad,297,16282
152507-v1.0.0-bad,29,7556
152515-v1.0.0-bad,22,3744
152514-v1.0.0-bad,28,4530
152517-v1.0.0-bad,31,2970
152523-v1.0.0-bad,25,1779
152522-v1.0.0-bad,10,1922
152513-v1.0.0-bad,30,7090
152524-v1.0.0-bad,12,1883
152516-v1.0.0-bad,33,5255
152518-v1.0.0-bad,21,3740
152508-v1.0.0-bad,70,8349
152520-v1.0.0-bad,60,4400
152528-v1.0.0-bad,24,2865
152532-v1.0.0-bad,35,2357
152502-v1.0.0-bad,129,12487
152526-v1.0.0-bad,29,4240
152530-v1.0.0-bad,24,4107
152527-v1.0.0-bad,76,5387
152525-v1.0.0-bad,92,6592
152529-v1.0.0-bad,91,5952
152531-v1.0.0-bad,91,6070
152541-v1.0.0-bad,7,810
152511-v1.0.0-bad,132,12951
152533-v1.0.0-bad,35,5054
152534-v1.0.0-bad,27,4829
152538-v1.0.0-bad,26,3443
152536-v1.0.0-bad,24,4378
152543-v1.0.0-bad,10,1463
152540-v1.0.0-bad,55,2935
152547-v1.0.0-bad,17,1855
152521-v1.0.0-bad,73,12589
152504-v1.0.0-bad,47,16966
152546-v1.0.0-bad,22,3807
152550-v1.0.0-bad,27,3102
152551-v1.0.0-bad,13,2262
152548-v1.0.0-bad,46,4345
152549-v1.0.0-bad,65,4024
152537-v1.0.0-bad,82,7210
152491-v1.0.0-bad,143,23082
152539-v1.0.0-bad,97,7193
152556-v1.0.0-bad,16,1414
152557-v1.0.0-bad,16,1941
152554-v1.0.0-bad,25,3834
152519-v1.0.0-bad,295,16535
152553-v1.0.0-bad,51,4746
152555-v1.0.0-bad,69,4224
152562-v1.0.0-bad,5,2649
152561-v1.0.0-bad,9,3154
152552-v1.0.0-bad,79,5470
152535-v1.0.0-bad,90,13179
152559-v1.0.0-bad,91,6218
152558-v1.0.0-bad,74,6028
152542-v1.0.0-bad,73,12648
152566-v1.0.0-bad,62,4311
152571-v1.0.0-bad,29,2708
152544-v1.0.0-bad,75,12940
152572-v1.0.0-bad,17,2141
152577-v1.0.0-bad,9,1573
152565-v1.0.0-bad,96,7443
152575-v1.0.0-bad,22,3664
152578-v1.0.0-bad,50,3791
152545-v1.0.0-bad,300,16634
152579-v1.0.0-bad,51,3805
152568-v1.0.0-bad,71,8719
152583-v1.0.0-bad,9,997
152569-v1.0.0-bad,91,9334
152584-v1.0.0-bad,6,1213
152582-v1.0.0-bad,9,2520
152580-v1.0.0-bad,81,5389
152576-v1.0.0-bad,80,7458
152588-v1.0.0-bad,5,2829
152587-v1.0.0-bad,9,3345
152585-v1.0.0-bad,72,5856
152586-v1.0.0-bad,33,5239
152573-v1.0.0-bad,89,12926
152564-v1.0.0-bad,301,16487
152590-v1.0.0-bad,81,5580
152597-v1.0.0-bad,9,958
152560-v1.0.0-bad,44,16821
152574-v1.0.0-bad,91,12795
152595-v1.0.0-bad,46,3513
152567-v1.0.0-bad,143,16191
152570-v1.0.0-bad,141,15567
152599-v1.0.0-bad,18,2146
152594-v1.0.0-bad,44,4829
152600-v1.0.0-bad,24,2879
152591-v1.0.0-bad,71,8608
152605-v1.0.0-bad,16,2194
152601-v1.0.0-bad,46,4029
152604-v1.0.0-bad,16,3059
152596-v1.0.0-bad,85,5550
152608-v1.0.0-bad,18,2021
152609-v1.0.0-bad,12,2047
152589-v1.0.0-bad,74,12587
152598-v1.0.0-bad,31,7448
152613-v1.0.0-bad,19,2280
152592-v1.0.0-bad,77,12612
152616-v1.0.0-bad,3,1213
152563-v1.0.0-bad,143,23084
152581-v1.0.0-bad,141,15854
152615-v1.0.0-bad,23,3243
152618-v1.0.0-bad,20,1886
152617-v1.0.0-bad,22,2686
152619-v1.0.0-bad,34,2701
152623-v1.0.0-bad,5,1001
152611-v1.0.0-bad,154,6814
152614-v1.0.0-bad,92,5897
152620-v1.0.0-bad,68,3595
152622-v1.0.0-bad,83,3605
152624-v1.0.0-bad,31,3056
152607-v1.0.0-bad,97,9691
152628-v1.0.0-bad,21,2677
152630-v1.0.0-bad,5,2670
152631-v1.0.0-bad,42,3418
152626-v1.0.0-bad,81,5852
152635-v1.0.0-bad,8,961
152634-v1.0.0-bad,28,2584
152637-v1.0.0-bad,20,1225
152629-v1.0.0-bad,116,6884
152632-v1.0.0-bad,153,6533
152633-v1.0.0-bad,72,5400
152642-v1.0.0-bad,9,1063
152636-v1.0.0-bad,72,5398
152640-v1.0.0-bad,82,5091
152593-v1.0.0-bad,144,23045
152643-v1.0.0-bad,9,3306
152606-v1.0.0-bad,40,16766
152612-v1.0.0-bad,143,16116
152649-v1.0.0-bad,9,3104
152646-v1.0.0-bad,62,3942
152603-v1.0.0-bad,484,24011
152648-v1.0.0-bad,10,3766
152621-v1.0.0-bad,142,15912
152647-v1.0.0-bad,47,4537
152602-v1.0.0-bad,485,25150
152652-v1.0.0-bad,11,1253
152645-v1.0.0-bad,103,6157
152625-v1.0.0-bad,146,15898
152654-v1.0.0-bad,14,2219
152651-v1.0.0-bad,80,3437
152653-v1.0.0-bad,26,3165
152659-v1.0.0-bad,10,1534
152658-v1.0.0-bad,10,2239
152610-v1.0.0-bad,146,23043
152638-v1.0.0-bad,134,12571
152644-v1.0.0-bad,92,9563
152650-v1.0.0-bad,49,5505
152666-v1.0.0-bad,12,1968
152663-v1.0.0-bad,10,3477
152668-v1.0.0-bad,19,1946
152669-v1.0.0-bad,17,1867
152641-v1.0.0-bad,133,12499
152670-v1.0.0-bad,5,1418
152672-v1.0.0-bad,20,2039
152675-v1.0.0-bad,12,1190
152627-v1.0.0-bad,488,24096
152657-v1.0.0-bad,83,7986
152639-v1.0.0-bad,142,15873
152671-v1.0.0-bad,13,3232
152655-v1.0.0-bad,93,9157
152679-v1.0.0-bad,8,1397
152673-v1.0.0-bad,95,4707
152677-v1.0.0-bad,32,3075
152681-v1.0.0-bad,11,1913
152680-v1.0.0-bad,71,3532
152678-v1.0.0-bad,10,3661
152665-v1.0.0-bad,93,9097
152682-v1.0.0-bad,44,3916
152684-v1.0.0-bad,73,3630
152686-v1.0.0-bad,13,2998
152685-v1.0.0-bad,23,3440
152689-v1.0.0-bad,29,2357
152694-v1.0.0-bad,11,1338
152691-v1.0.0-bad,34,2971
152693-v1.0.0-bad,10,2013
152687-v1.0.0-bad,28,3962
152688-v1.0.0-bad,25,4032
152676-v1.0.0-bad,69,8497
152698-v1.0.0-bad,15,1335
152695-v1.0.0-bad,8,2998
152702-v1.0.0-bad,15,2229
152697-v1.0.0-bad,79,5005
152674-v1.0.0-bad,131,12747
152696-v1.0.0-bad,79,5302
152699-v1.0.0-bad,81,5291
152704-v1.0.0-bad,9,1039
152705-v1.0.0-bad,3,1053
152707-v1.0.0-bad,7,1023
152660-v1.0.0-bad,40,16703
152701-v1.0.0-bad,84,5993
152667-v1.0.0-bad,142,15798
152708-v1.0.0-bad,25,3222
152713-v1.0.0-bad,20,2273
152703-v1.0.0-bad,51,4866
152709-v1.0.0-bad,62,3935
152715-v1.0.0-bad,34,2466
152714-v1.0.0-bad,38,3086
152662-v1.0.0-bad,484,23856
152718-v1.0.0-bad,36,2003
152656-v1.0.0-bad,143,24053
152712-v1.0.0-bad,97,7047
152664-v1.0.0-bad,191,23623
152700-v1.0.0-bad,131,12334
152722-v1.0.0-bad,22,2531
152724-v1.0.0-bad,8,2520
152717-v1.0.0-bad,86,7567
152690-v1.0.0-bad,42,16846
152725-v1.0.0-bad,6,3136
152727-v1.0.0-bad,16,1528
152721-v1.0.0-bad,72,5386
152720-v1.0.0-bad,30,7225
152692-v1.0.0-bad,40,16906
152726-v1.0.0-bad,24,4437
152730-v1.0.0-bad,20,2149
152728-v1.0.0-bad,32,3117
152683-v1.0.0-bad,142,22953
152733-v1.0.0-bad,56,3178
152723-v1.0.0-bad,81,7383
152734-v1.0.0-bad,21,3825
152729-v1.0.0-bad,72,4653
152738-v1.0.0-bad,26,2928
152732-v1.0.0-bad,33,5463
152719-v1.0.0-bad,74,12961
152737-v1.0.0-bad,94,4651
152735-v1.0.0-bad,39,5040
152741-v1.0.0-bad,9,2697
152745-v1.0.0-bad,23,2802
152743-v1.0.0-bad,26,3446
152747-v1.0.0-bad,34,2375
152746-v1.0.0-bad,73,3629
152740-v1.0.0-bad,118,5828
152711-v1.0.0-bad,40,16836
152749-v1.0.0-bad,20,2275
152751-v1.0.0-bad,22,3386
152755-v1.0.0-bad,38,2083
152706-v1.0.0-bad,483,24192
152739-v1.0.0-bad,149,9265
152753-v1.0.0-bad,47,4443
152742-v1.0.0-bad,71,8570
152748-v1.0.0-bad,82,7437
152750-v1.0.0-bad,157,6798
152710-v1.0.0-bad,197,22668
152759-v1.0.0-bad,8,3150
152760-v1.0.0-bad,22,2261
152757-v1.0.0-bad,53,4955
152761-v1.0.0-bad,43,3670
152766-v1.0.0-bad,20,2188
152754-v1.0.0-bad,86,7164
152731-v1.0.0-bad,298,17536
152716-v1.0.0-bad,199,22647
152767-v1.0.0-bad,20,2277
152770-v1.0.0-bad,2,1203
152762-v1.0.0-bad,93,4956
152772-v1.0.0-bad,10,1392
152763-v1.0.0-bad,82,5434
152765-v1.0.0-bad,82,4816
152736-v1.0.0-bad,141,15644
152775-v1.0.0-bad,7,1515
152777-v1.0.0-bad,18,1917
152773-v1.0.0-bad,27,3309
152782-v1.0.0-bad,14,957
152779-v1.0.0-bad,28,2840
152744-v1.0.0-bad,295,16608
152778-v1.0.0-bad,49,3996
152771-v1.0.0-bad,87,5704
152752-v1.0.0-bad,132,12737
152774-v1.0.0-bad,95,5995
152784-v1.0.0-bad,20,2474
152783-v1.0.0-bad,34,2956
152787-v1.0.0-bad,31,1836
152788-v1.0.0-bad,15,1664
152768-v1.0.0-bad,85,7956
152776-v1.0.0-bad,157,6924
152794-v1.0.0-bad,9,967
152781-v1.0.0-bad,78,5462
152791-v1.0.0-bad,46,3909
152790-v1.0.0-bad,57,4839
152797-v1.0.0-bad,23,3357
152756-v1.0.0-bad,146,15688
152786-v1.0.0-bad,95,7002
152758-v1.0.0-bad,141,15517
152793-v1.0.0-bad,33,5335
152800-v1.0.0-bad,18,1746
152804-v1.0.0-bad,9,907
152796-v1.0.0-bad,43,5525
152769-v1.0.0-bad,132,12538
152802-v1.0.0-bad,20,2028
152803-v1.0.0-bad,43,2463
152807-v1.0.0-bad,10,1268
152801-v1.0.0-bad,92,4013
152805-v1.0.0-bad,55,3328
152780-v1.0.0-bad,88,12773
152808-v1.0.0-bad,15,2760
152799-v1.0.0-bad,92,5752
152795-v1.0.0-bad,70,8491
152798-v1.0.0-bad,32,7439
152810-v1.0.0-bad,42,3532
152811-v1.0.0-bad,21,3828
152814-v1.0.0-bad,25,2288
152813-v1.0.0-bad,53,3019
152820-v1.0.0-bad,5,1068
152815-v1.0.0-bad,13,3246
152792-v1.0.0-bad,74,12625
152819-v1.0.0-bad,10,3636
152818-v1.0.0-bad,27,4352
152821-v1.0.0-bad,83,5553
152825-v1.0.0-bad,25,4071
152816-v1.0.0-bad,125,7148
152785-v1.0.0-bad,143,16039
152826-v1.0.0-bad,13,3048
152764-v1.0.0-bad,190,22676
152824-v1.0.0-bad,84,5782
152828-v1.0.0-bad,23,1954
152823-v1.0.0-bad,116,6568
152827-v1.0.0-bad,28,3716
152832-v1.0.0-bad,19,1684
152829-v1.0.0-bad,30,2697
152789-v1.0.0-bad,49,16863
152837-v1.0.0-bad,21,1682
152830-v1.0.0-bad,59,4774
152822-v1.0.0-bad,93,9639
152839-v1.0.0-bad,31,3308
152835-v1.0.0-bad,58,4262
152831-v1.0.0-bad,48,5243
152842-v1.0.0-bad,18,1904
152833-v1.0.0-bad,41,5090
152838-v1.0.0-bad,59,4507
152841-v1.0.0-bad,24,3529
152834-v1.0.0-bad,159,7319
152844-v1.0.0-bad,25,3140
152840-v1.0.0-bad,39,5058
152845-v1.0.0-bad,71,4231
152847-v1.0.0-bad,57,3302
152809-v1.0.0-bad,146,15761
152849-v1.0.0-bad,72,4132
152836-v1.0.0-bad,152,8732
152846-v1.0.0-bad,41,5353
152857-v1.0.0-bad,32,2889
152858-v1.0.0-bad,22,2725
152859-v1.0.0-bad,8,1804
152855-v1.0.0-bad,74,4059
152856-v1.0.0-bad,23,4359
152853-v1.0.0-bad,74,5673
152852-v1.0.0-bad,113,6242
152843-v1.0.0-bad,152,9446
152851-v1.0.0-bad,118,6591
152860-v1.0.0-bad,15,2617
152862-v1.0.0-bad,66,3565
152863-v1.0.0-bad,24,3755
152806-v1.0.0-bad,196,22552
152812-v1.0.0-bad,483,24073
152868-v1.0.0-bad,11,3469
152864-v1.0.0-bad,65,4187
152850-v1.0.0-bad,76,12611
152869-v1.0.0-bad,26,4398
152866-v1.0.0-bad,86,5792
152817-v1.0.0-bad,194,22638
152872-v1.0.0-bad,101,3939
152861-v1.0.0-bad,85,7792
152874-v1.0.0-bad,33,3542
152871-v1.0.0-bad,84,5591
152873-v1.0.0-bad,23,3929
152879-v1.0.0-bad,21,2020
152870-v1.0.0-bad,155,6723
152882-v1.0.0-bad,18,1573
152878-v1.0.0-bad,11,3215
152883-v1.0.0-bad,30,2535
152884-v1.0.0-bad,24,3246
152885-v1.0.0-bad,15,3023
152887-v1.0.0-bad,9,3120
152888-v1.0.0-bad,22,3051
152886-v1.0.0-bad,73,3915
152848-v1.0.0-bad,42,16922
152891-v1.0.0-bad,9,2925
152854-v1.0.0-bad,146,15793
152865-v1.0.0-bad,94,13153
152892-v1.0.0-bad,23,3548
152895-v1.0.0-bad,9,3035
152896-v1.0.0-bad,28,2715
152897-v1.0.0-bad,28,2636
152898-v1.0.0-bad,14,3010
152899-v1.0.0-bad,9,3005
152900-v1.0.0-bad,10,2079
152867-v1.0.0-bad,145,16015
152903-v1.0.0-bad,12,3197
152906-v1.0.0-bad,20,2026
152907-v1.0.0-bad,5,846
152876-v1.0.0-bad,143,15504
152877-v1.0.0-bad,142,15553
152911-v1.0.0-bad,37,2021
152881-v1.0.0-bad,144,15963
152880-v1.0.0-bad,43,17305
152913-v1.0.0-bad,37,1953
152889-v1.0.0-bad,145,16145
152890-v1.0.0-bad,144,16020
152875-v1.0.0-bad,488,24356
152909-v1.0.0-bad,70,8310
152893-v1.0.0-bad,144,15760
152894-v1.0.0-bad,143,15596
152914-v1.0.0-bad,33,3027
152916-v1.0.0-bad,15,2460
152910-v1.0.0-bad,87,7495
152912-v1.0.0-bad,29,7136
152918-v1.0.0-bad,11,3208
152902-v1.0.0-bad,294,16208
152921-v1.0.0-bad,9,2964
152920-v1.0.0-bad,24,3538
152922-v1.0.0-bad,73,3415
152923-v1.0.0-bad,22,3449
152924-v1.0.0-bad,68,3441
152925-v1.0.0-bad,35,2389
152901-v1.0.0-bad,143,16005
152908-v1.0.0-bad,132,12436
152915-v1.0.0-bad,89,7575
152931-v1.0.0-bad,25,1509
152926-v1.0.0-bad,10,2973
152937-v1.0.0-bad,4,797
152930-v1.0.0-bad,19,3027
152904-v1.0.0-bad,148,15629
152905-v1.0.0-bad,144,15750
152936-v1.0.0-bad,28,2086
152934-v1.0.0-bad,31,2726
152941-v1.0.0-bad,36,2156
152935-v1.0.0-bad,58,3454
152943-v1.0.0-bad,27,1986
152917-v1.0.0-bad,96,9551
152932-v1.0.0-bad,82,4832
152947-v1.0.0-bad,12,1420
152948-v1.0.0-bad,16,1142
152942-v1.0.0-bad,99,3953
152944-v1.0.0-bad,15,3044
152946-v1.0.0-bad,32,3047
152939-v1.0.0-bad,34,4894
152945-v1.0.0-bad,22,3461
152949-v1.0.0-bad,28,2658
152955-v1.0.0-bad,9,1372
152956-v1.0.0-bad,14,1871
152952-v1.0.0-bad,45,3426
152933-v1.0.0-bad,72,8246
152954-v1.0.0-bad,62,4170
152951-v1.0.0-bad,33,5272
152958-v1.0.0-bad,24,3788
152940-v1.0.0-bad,142,9799
152963-v1.0.0-bad,11,2493
152961-v1.0.0-bad,28,4292
152919-v1.0.0-bad,143,15906
152964-v1.0.0-bad,14,3085
152965-v1.0.0-bad,10,3025
152966-v1.0.0-bad,22,2638
152967-v1.0.0-bad,10,3183
152928-v1.0.0-bad,148,15603
152929-v1.0.0-bad,149,15621
152969-v1.0.0-bad,23,3930
152970-v1.0.0-bad,11,3283
152953-v1.0.0-bad,78,12498
152938-v1.0.0-bad,142,15687
152977-v1.0.0-bad,24,1923
152974-v1.0.0-bad,30,4247
152950-v1.0.0-bad,147,15623
152927-v1.0.0-bad,486,23891
152980-v1.0.0-bad,31,4212
152979-v1.0.0-bad,129,7048
152959-v1.0.0-bad,148,15585
152976-v1.0.0-bad,74,8697
152982-v1.0.0-bad,9,3002
152960-v1.0.0-bad,146,16060
152978-v1.0.0-bad,73,8686
152962-v1.0.0-bad,146,16064
152986-v1.0.0-bad,6,2355
152983-v1.0.0-bad,40,4802
152984-v1.0.0-bad,28,4369
152985-v1.0.0-bad,43,4841
152990-v1.0.0-bad,10,3161
152968-v1.0.0-bad,149,15630
152993-v1.0.0-bad,23,3379
152989-v1.0.0-bad,78,5292
152988-v1.0.0-bad,117,6522
152957-v1.0.0-bad,144,22997
152972-v1.0.0-bad,143,15709
152995-v1.0.0-bad,9,2890
152973-v1.0.0-bad,143,15538
152975-v1.0.0-bad,148,15689
153002-v1.0.0-bad,8,1406
152999-v1.0.0-bad,25,2647
153001-v1.0.0-bad,33,2726
153000-v1.0.0-bad,13,3490
152994-v1.0.0-bad,116,6390
152998-v1.0.0-bad,83,5286
153007-v1.0.0-bad,18,1963
152997-v1.0.0-bad,159,6651
153004-v1.0.0-bad,66,4293
153011-v1.0.0-bad,22,2477
153012-v1.0.0-bad,9,2983
152971-v1.0.0-bad,193,22960
153013-v1.0.0-bad,31,3239
153014-v1.0.0-bad,31,2432
153003-v1.0.0-bad,92,9104
153015-v1.0.0-bad,29,2715
152987-v1.0.0-bad,143,15559
153017-v1.0.0-bad,26,3038
153019-v1.0.0-bad,9,1424
153018-v1.0.0-bad,9,3268
152991-v1.0.0-bad,141,15666
153023-v1.0.0-bad,32,2683
152992-v1.0.0-bad,143,15604
152996-v1.0.0-bad,144,15578
153010-v1.0.0-bad,79,12536
153027-v1.0.0-bad,16,3091
153020-v1.0.0-bad,31,7154
152981-v1.0.0-bad,193,24882
153032-v1.0.0-bad,8,878
153006-v1.0.0-bad,298,16370
153028-v1.0.0-bad,11,3595
153029-v1.0.0-bad,10,3199
153035-v1.0.0-bad,12,855
153030-v1.0.0-bad,32,3013
153008-v1.0.0-bad,148,15648
153033-v1.0.0-bad,14,3063
153022-v1.0.0-bad,95,10127
153005-v1.0.0-bad,46,16738
153038-v1.0.0-bad,72,3208
153037-v1.0.0-bad,10,3116
153036-v1.0.0-bad,80,4844
153041-v1.0.0-bad,46,3675
153042-v1.0.0-bad,16,3072
153044-v1.0.0-bad,34,2517
153024-v1.0.0-bad,135,12313
153034-v1.0.0-bad,31,7251
153049-v1.0.0-bad,16,1366
153016-v1.0.0-bad,145,16033
153043-v1.0.0-bad,52,4737
153048-v1.0.0-bad,11,2561
153047-v1.0.0-bad,12,3517
153053-v1.0.0-bad,13,1296
153046-v1.0.0-bad,97,4765
153039-v1.0.0-bad,84,7718
153021-v1.0.0-bad,144,15978
153040-v1.0.0-bad,88,8216
153009-v1.0.0-bad,194,22954
153025-v1.0.0-bad,141,15490
153056-v1.0.0-bad,69,3420
153055-v1.0.0-bad,57,3178
153026-v1.0.0-bad,300,16343
153054-v1.0.0-bad,49,4266
153057-v1.0.0-bad,34,3619
153059-v1.0.0-bad,10,3169
153062-v1.0.0-bad,73,3628
153058-v1.0.0-bad,71,4779
153031-v1.0.0-bad,300,16318
153065-v1.0.0-bad,25,3525
153063-v1.0.0-bad,11,3486
153066-v1.0.0-bad,20,3270
153069-v1.0.0-bad,22,1370
153068-v1.0.0-bad,75,5214
153072-v1.0.0-bad,91,5794
153051-v1.0.0-bad,93,13323
153045-v1.0.0-bad,147,15543
153077-v1.0.0-bad,33,3364
153050-v1.0.0-bad,147,15618
153052-v1.0.0-bad,148,15640
153081-v1.0.0-bad,38,1797
153080-v1.0.0-bad,73,4191
153079-v1.0.0-bad,49,5169
153078-v1.0.0-bad,30,7313
153084-v1.0.0-bad,47,2973
153061-v1.0.0-bad,145,16068
153083-v1.0.0-bad,99,4001
153082-v1.0.0-bad,57,4055
153064-v1.0.0-bad,148,15638
153085-v1.0.0-bad,23,3401
153067-v1.0.0-bad,147,15566
153086-v1.0.0-bad,28,3835
153090-v1.0.0-bad,36,2584
153087-v1.0.0-bad,10,3158
153073-v1.0.0-bad,144,15660
153071-v1.0.0-bad,144,15752
153093-v1.0.0-bad,19,3006
153092-v1.0.0-bad,11,3544
153075-v1.0.0-bad,144,15827
153089-v1.0.0-bad,78,4908
153088-v1.0.0-bad,40,4863
153091-v1.0.0-bad,33,4917
153070-v1.0.0-bad,43,16962
153060-v1.0.0-bad,487,23898
153096-v1.0.0-bad,59,3056
153102-v1.0.0-bad,26,2758
153098-v1.0.0-bad,73,4267
153076-v1.0.0-bad,145,16070
153100-v1.0.0-bad,9,3027
153101-v1.0.0-bad,44,3536
153103-v1.0.0-bad,10,3049
153104-v1.0.0-bad,11,3222
153105-v1.0.0-bad,19,3333
153107-v1.0.0-bad,13,3507
